Unnamed: 0,updated,content,rating,version,author,sentiment
23,2022-05-01T17:56:05-07:00,$6000 bike. No documentation on how any of this works. All YouTube videos show older units I believe as mine only has one place to charge. Can’t tell if sensor is on or off. Bike documentation tells me to download an app that doesn’t exist. Not really surprised though. All of this computer garbage is getting worse and worse. None of it works no matter how much you pay. This is probably the worst implementation of “technology” I have ever seen. Bravo Giant Bicycles and Shimano!!!,1,2.0.2,CG,negative
24,2022-01-08T10:33:37-07:00,Just put out a simple one that shows how much battery is left. You can update with more features later. I don’t want to bring my phone on rides.,3,2.0.1,Roxanneolson,neutral
25,2021-09-01T13:22:43-07:00,"The new update released today has a major IOS flaw. After opening the app, if you inadvertently touch and drag the screen even slightly, the app prematurely closes, not just minimized. 

Any properly written IOS app should only close if dragged from the bottom of screen and upward to the screen top. This flaw also makes it impossible to open other apps on the iPhone without risking prematurely closing the Shimano app. 

I enjoyed using the previous version of this app, but this new version is frustrating. Please fix the app asap to confirm with standard IOS swiping motions.",1,2.0.0,kbpaulson,negative
26,2021-08-10T20:30:08-07:00,"It displays a GPS map and my speed and keeps track of where I've gone and how fast I rode my bike. TopSpeed and all those good things but I have an 8000 and this does not actively communicate fully with the steps software and therefore I can't give it five stars because it lacks a lot of functionality at this point in time. For free, I'm not complaining.",2,1.1.2,dontlikeadstoo,negative
27,2021-05-31T11:04:09-07:00,"Does what it does well, but i feel its missing a few valuable technical display options: a graph, while i ride, showing how many watts i am cranking over the last minute or so; and a similar graph showing motor total output and if it was limited by watts, or torque, or speed. And in ride log, same graphs over the whole ride. It would also be nice to get my total watt minutes for a logged ride, and watt minutes accumulated so far in the ride, and so on. And NUMBERS please, not unscaled graphs and 1..100%! For bonus points, show battery remaining change in watt hours, so i can estimate my situation based on what i know is ahead in the terrain.",3,1.1.2,Kirk Reinholtz,neutral
28,2021-05-03T19:19:48-07:00,"Love this app but scared I’ll damage my iphone one day and that would be costly. Would love to see a companion app for the Apple Watch so I can get a few simple stats about my ebike (battery, etc.). I’m riding the Orbea Rise and it doesn’t come with a display so that would be amazing!",5,1.1.2,Jeff808303,positive
29,2021-01-28T16:01:02-07:00,"Simply would not connect to my EW-U111. I’m connected in Project E-Tube app, I can see the bike listed in E-Tube ride, but it just won’t connect no matter how many tries. Bad customer experience.",1,1.1.1,velocd,negative
30,2020-09-26T14:58:19-07:00,"It was a little confusing to get it to connect, but once I did it was easy to set up, Btw I’m using a Di2 with dura ace 9000 on a bmc team machine SLR01

You have to click connect to wireless unit very small type",5,1.1.0,5767643356788,positive
31,2020-09-22T14:44:45-07:00,"Yeah I’m going through same problem connecting to E-Tube Ride.
After many attempts made a connection with the E-Tube project app, pretty ridiculous!
Clearly a Shimano’s software issue.
Let’s hope they here enough of this and get one of the millions of geeks out there that could fix this in a flash!",1,1.1.0,locksimths,negative
32,2020-07-25T18:59:13-07:00,Why does this app not support an E8000 motor and display?,1,1.0.1,The Q4me,negative
33,2020-07-03T08:07:35-07:00,"I can connect to e-tube project, and my iPhone will successfully pair with the ew-wu111, but the e-tube ride app Will not connect. The app needs an overhaul.",1,1.0.1,msmck1,negative
34,2019-11-22T07:32:21-07:00,This app will not connect to my Di2 system at all. I was excited upgrading to Di2 partially for the wireless functionality that it provides but so far ALL Shimano software has been horrible. I like electronic shifting but their software is absurdly complicated and doesn’t work!,1,1.0.0,RideorDi2,negative
35,2019-05-17T14:24:29-07:00,"Wasn’t able to connect to E tube project easily but can connect to E tube ride.   E tube project doesn’t register the bike signal at all.  E tube project is extremely limited as far as adjustments for the motor goes.  It would be nice to be able to really tune the motor ramp settings.  Time for Shimano to up their game to compete for the next generation of mountain biking!  Electric is changing the game.  Also comparative to other electric assist, Shimano’s E 8000 kicks in and out of assist very harshly.  Would be nice to smooth out the transition.",1,1.0.0,ShredHead1,negative
36,2019-05-09T07:48:40-07:00,"Doesn’t connect to E8000 on my Scott Genius. Over $5k for a bike and they can’t even get a simple app to work. 
The E-tube app does work but even that is severely lacking compared to what Specialized has going on with their Mission Control for the Levo.  Shimano needs to direct some of their limitless resources to giving these apps more functionality.",1,1.0.0,T Van 1975,negative
37,2019-04-24T14:55:33-07:00,"This app will not recognize my WU-111 Bluetooth unit, despite the fact that it shows up just fine in the device list and works fine with the E-Tube Project app! Why does one Shimano app work and not the other -same wireless unit, same device?",1,1.0.0,Two Wheeler,negative
38,2019-02-09T15:05:23-07:00,"For me, this app E-Tube-ride does not connect with my Shimano Step motors E8000 on a Scott e-Genius. The Shimano app E-tube works well as expected.",1,1.0.0,gifford :-),negative
