Unnamed: 0,updated,content,rating,version,author,sentiment
30,2025-07-10T09:23:23-07:00,"If I specifically disable marketing notifications in the app you better not continue to send me weekly marketing notifications. This app NEEDS notifications turned on to keep me updated about the scooter, but the only way to stop the marketing notifications is to block every notification from this app in iOS system settings. Round of applause to the developers for being utterly incompetent.",1,6.9.5,DCM3000,negative
31,2025-07-08T15:21:43-07:00,I love this so much it’s easy to use and care free,5,6.9.5,The illustrator of the o5,positive
32,2025-07-02T15:36:20-07:00,"Bought a new Segway Xafari
E-bike. Had issues with password setup and Segway app will not allow reset without original password. Segway support told me to contact the dealer, but this is an app issue. They have zero end user support for a $2500 bike. Terrible experience.",1,6.9.5,Daily Review,negative
33,2025-07-02T07:20:26-07:00,The app does not respect notification settings. If you turn off “System Messages” (which appears to mean ads) they send anyway. I ended up having to disable the app’s notifications in iOS settings which isn’t ideal because I would still like vehicle messages.,2,6.9.5,hodgesmr,negative
34,2025-06-29T08:00:18-07:00,"Even though I have “system notifications” turned off, the type of notifications these ads are categorized as, I am getting advertising push notifications constantly. I have no choice but to completely disable notifications from the app, which is a shame because there are some useful messages from my vehicle specifically. App feels practically like malware.",1,6.9.4,C2mind,negative
35,2025-06-26T15:11:04-07:00,Terrible app,1,6.9.4,vvvvvvgyyy,negative
36,2025-06-25T19:12:15-07:00,"The app doesn’t let you log in via any method (email, phone, or verification code).  It gives a timeout error.  Without logging in you can’t access your e-bike.  I reached out to support via chat and email and have received no response",1,6.9.4,Autodestruct,negative
37,2025-06-14T18:07:35-07:00,"You’d think a company that makes their products functionality dependent on connecting them to their app would make sure they had an app that at least works. 

It’s pretty clear that this app is not good. You’d think the developer would respond. I’ve requested my account deleted and devices unbound so I can sell my scooters and get a better product that doesn’t require you to use the app to use your device.

I’ve had an account since 2016. All the new users should run. This company just wants your money. They don’t ever upgrade or improve.",1,6.9.4,FRGII,negative
38,2025-06-13T16:02:01-07:00,nothing is loading.,1,6.9.4,Skyraider312,negative
39,2025-06-10T21:02:48-07:00,The app seems disorganized the ride mode is hidden almost impossible for a new user to locate . So many different settings but hard to understand and locate .,2,6.9.4,Joefsny,negative
40,2025-06-09T23:01:30-07:00,I had my scooter for a year now and it’s stuck on kph I need it back to mph please give us a option for mph and kph please,3,6.9.2,hubby unification,neutral
41,2025-06-06T16:58:25-07:00,"This is a 10 out of 10 because well, you can exactly change your start speed on your scooters and it can really just help you with stuff that you can’t exactly do on your scooter",5,6.9.2,Hi :3 gufjyhfhuft,positive
42,2025-06-04T21:38:47-07:00,"Terrible app in my opinion. Crashes way too much, not very user-friendly. The concept is nice but there needs to be many, MANY improvements made & bugs fixed.",1,6.9.2,phatdabs4eva,negative
43,2025-05-23T14:23:42-07:00,"Awesome product fun love it, app is a so glitchy and hit or miss with tech support some are great but others are terrible.",3,6.9.2,Dmdbrad,neutral
44,2025-05-16T07:21:45-07:00,Their scooters & app = useless trash. I will NEVER buy anything from Segway again!,1,6.9.2,MuzzacLover,negative
45,2025-05-11T23:00:14-07:00,Why is the notification in chinese i dont know whats happening to the bike,1,6.9.1,Jomz29,negative
46,2025-05-11T08:54:07-07:00,"I bought the Segway Max G2 because they said I’d be able to track it with my phone if it was ever stolen. That was a big reason I chose it. But when my scooter actually got stolen, the app was completely useless. I couldn’t track anything, and to this day, it’s just gone. I feel misled and honestly pretty frustrated — I spent good money expecting a level of protection that just wasn’t there.",1,6.9.1,Elbaz30,negative
47,2025-05-08T06:49:06-07:00,Stop sending Notifications that are Ads.  Yes I have System messages turned off.,2,6.9.1,Noone47472548,negative
48,2025-05-03T04:04:49-07:00,Me gusta mucho,5,6.9.1,Mag2478,positive
49,2025-05-02T21:10:28-07:00,Like none of that stuff is included that they show on the app. What are they talking about?,1,6.9.1,nina joy b,negative
50,2025-05-02T09:30:44-07:00,I freaking love it. It is absoulutly the coolest thing i have ever owned!!!,5,6.9.1,AskAlexandra4it,positive
51,2025-04-28T16:50:01-07:00,"I’ve purchased three different models g2, gt2 & now the all new max g3 & they have all been so good to me",5,6.9.1,Willlclay,positive
52,2025-04-26T19:20:14-07:00,"They removed the ability to track rides. This and the occasional firmware update to scooter is the only reason for this app to exist, and they crippled 90% of the functionality with the removal of one feature.",1,6.9.1,ABestBuyGuy,negative
53,2025-04-24T13:12:52-07:00,"This app is used to take your info only, adds pin to lock and Bluetooth to turn on/off the scooter, my info should not be required to add these functions to a scooter. The app is useless and unnecessary",1,6.9.1,Nofreeinfo!,negative
54,2025-04-23T01:44:37-07:00,"Best interactive app I’ve ever used. Amazing amount of info with user guides, diagnostics help, part ordering and online  community. Fun to use as well",5,6.9.1,Storm61600,positive
55,2025-04-21T00:55:54-07:00,Receiving an error 502,1,6.9.1,AlexNobles,negative
56,2025-04-21T00:48:54-07:00,"App has been down, so it’s impossible to setup a new scooter

Doesn’t work on Android either",1,6.9.1,Orangecanary,negative
57,2025-04-21T00:02:48-07:00,"Since the last week’s update I’m unable to get past the user agreement, it keeps telling me that the signal is weak and I should try again later. I’ve even tried uninstalling and reinstalling it, nothing. Please fix it ): 
Before that, all was fine",1,6.9.1,Phantoryu,negative
58,2025-04-20T19:58:49-07:00,"App works to manage the vehicle but a little buggy and sometimes some things go to 404 pages but today the server has been down giving me a 503 week signal error the entire day and then finally I got logged out and I can’t even sign back into the app.
So if I had turned on limited charging or something, I wouldn’t be able to turn it off today.",1,6.9.1,ZenEco,negative
59,2025-04-20T18:07:35-07:00,Esta aplicación no funciona,1,6.9.1,Snshsvhsjabavwyv,negative
60,2025-04-20T15:03:09-07:00,"The latest iOS update keeps showing the above error message, making the app unusable.",1,6.9.1,khai_2025,negative
61,2025-04-20T13:51:28-07:00,"I’ve been using this app ever since I got my first Segway scooter. I use it to unlock my scooters. Today, I wanted to go out for a ride on the GT2, but I can’t - because the app requires me to agree to their updated terms and doesn’t register my agreement, so I can’t unlock it. So instead, because they built their app to require my agreement to their terms to be sent to their server, which is apparently down, and because I used their advertised feature, I now have a $3000 paperweight.",1,6.9.1,Corvec,negative
62,2025-04-20T10:27:50-07:00,"app does not work, wont load.",1,6.9.1,Rorie💕,negative
63,2025-04-20T08:52:07-07:00,"Even though I have full network bars and strong WiFi signal, the app keeps complaining “weak network connectivity. Please try later. 502” there’s no other way to activate my Ninebot max G3.",1,6.9.1,sai.77,negative
64,2025-04-20T08:46:32-07:00,"Got a brand new scooter, and it won’t work. I’ve tried everything, and it won’t work. It’s saying network connection error",1,6.9.1,Griffin jw,negative
65,2025-04-20T08:15:02-07:00,This is the most ridiculous app I cannot use my scooter without it and it’s always down.,1,6.9.1,Yo bra Lester,negative
66,2025-04-20T07:21:01-07:00,Your app doesn’t work along the line can’t even do anything with the app,1,6.9.1,kayajayahn,negative
67,2025-04-20T07:19:08-07:00,"Application will not get past the “Segway Mobility App User Agreement and Privacy Policy!  Very frustrating, our devices all run on a gig fiber network with almost zero latency.  And now we have a brand new scooter that we cannot operate until it’s activated by the app….not cool Segway!  Ruined this present for my son on his birthday.  And of course customer support is not open during the weekend.",1,6.9.1,sushi menu,negative
68,2025-04-19T21:14:44-07:00,IT REFUSES TO CONNECT TO MY G3. CONSTANTLY GIVING ME A 502 ERROR. THIS IS A $1000 PAPERWEIGHT.,1,6.9.1,LeSploosh,negative
69,2025-04-19T13:34:54-07:00,How do u use it on ur watch,3,6.9.1,🍂Riley🍂,neutral
70,2025-04-18T21:56:28-07:00,Why do I receive notifications in Chinese? Can we also get an option to add notification sound or alarm when someone tries to move (steal) the bike?,4,6.9.1,WALIDJAAF,positive
71,2025-04-16T01:07:03-07:00,The app made software update. But I can not access to account now .,3,6.9.1,dan11amd,neutral
72,2025-04-14T17:30:19-07:00,My dad and mom got a new scooter for my birthday and it’s amazing!,5,6.9.1,Miles rocks!,positive
73,2025-04-14T09:46:54-07:00,Me go speed,5,6.9.1,Seeeeeeeeeeeeeeeeeeeeeeeeeb,positive
74,2025-04-10T20:11:02-07:00,"my only issue with this app is that the widget is not working for my Max G3. other than that, i have had no issues. it is very responsive and no lag between the app and the max G3 scooter",5,6.9.1,honest horse,positive
75,2025-04-07T06:30:03-07:00,I forgot my password so I clicked on forgot password but it only lead to a reload page.,3,6.9.0,djrvygujijuhtfryji,neutral
76,2025-03-29T06:46:31-07:00,Old version I didn’t need active internet connection to see battery % speed and miles. This update hold those features hostage behind your location data. Very uncool,1,6.9.0,bluskyone1,negative
77,2025-03-24T10:07:05-07:00,"Needs this account to unlock full functionality. Only did one BMS, battery, and ESC update and then it seems like they dropped device support.",1,6.9.0,Hungy for Brekky,negative
78,2025-03-22T18:42:29-07:00,He who sacrifices freedom for safety deserve neither. Benjamin Franklin,1,6.9.0,Cbr 100000000000,negative
79,2025-03-18T15:04:27-07:00,This is the worst type of scooter.I got a scooter for my birthday and maybe like 3 months later it broke. Couldn’t even get the scooter open to try to fix it because the bolts were like superglued on. Even if I did the error message I got said that I would need to get a whole new battery for even more money. Wouldn’t recommend.,1,6.9.0,hddgvcncd,negative
80,2025-03-18T04:37:25-07:00,"Czy wy jesteście na poziomie kretynów ???? Nie polecam to gówno, kurwy z tej firmy mają tak posrane mózgi, że chyba na olimpiadzie dla debili zajęli by przeważę miejsce. Czy wy kutasy nie potraficie niczego zrobić bez pierdolenia, bo sprzęt jest w miarę OK., ale ta wasza gówniana aplikacja, jest tragiczna i możecie sobie ją wpierdolić głęboko w dupę.",1,6.8.1,ArtystaAF,negative
81,2025-03-11T19:53:26-07:00,"Gets the job done, cool features, no problems that I have found.",5,6.8.1,fbgertrvwtrv,positive
82,2025-03-09T13:31:32-07:00,"This app is good in the way it’s designed and what not but there’s no way to get notified about the sign in to gain XP and the achievements, there’s no way to directly unlink the device from Find My in the app directly to the scooter, I believe the odometer should be easier to access versus all the navigation it takes to get to it as well, just a few things that could be added. I’m sure I’m not the only one who would love these features to be integrated. Other than that, A1.",3,6.8.1,Georgia.Gov,neutral
83,2025-03-05T08:35:45-07:00,There are a lot of grammatical mistakes in this app and broken links. There is little functionality offered other than configuring basic settings. The effort placed on the software front in this app and the declining quality in riding experience after less than a year of owning this scooter has made it clear for me that I won’t be buying from this company ever again.,2,6.8.1,jpr-reg,negative
84,2025-03-01T22:41:58-07:00,Я благадарен за них,5,6.8.1,Самый крутой кампания 👍,positive
85,2025-02-16T18:57:28-07:00,The app is so smart and amazing,5,6.8.1,Jaylenlawso,positive
86,2025-01-13T21:17:54-07:00,Can not login after creating account. Error messages are not helpful and won’t help guide me to solve the the issue.,1,6.8.0,Miya Sweetyam,negative
87,2025-01-09T18:18:20-07:00,"The app layout is pretty decent,  and the social media platform lets you upload pictures of you riding. Great interface to change the settings of your scooter as well.",5,6.8.0,Jetpackboy17,positive
88,2025-01-05T05:51:32-07:00,I can do so many things with this app,1,6.8.0,Ryan_S.,negative
89,2025-01-03T14:46:35-07:00,"Love this scooter, a lot of fun riding around and exploring local spots. The app is pretty cool too. So far no problems. Really like the badge and leveling up feature. I’m trying to get to 5 so I can get a title overall 5 stars",5,6.7.0,surfhero26,positive
90,2024-12-30T11:54:46-07:00,There is only a counter for the cumulative distance you’ve traveled. It cannot track distance per trip or per day.,1,6.7.0,SuperrrrrrMannnnn,negative
91,2024-12-30T00:50:24-07:00,This app is terrible and somehow limiting the speed on the Segway. It tells the rider to slow down constantly even when just starting to take off,1,6.7.0,savcharleston,negative
92,2024-12-26T14:36:58-07:00,"One of the worse apps I’ve ever used. 
The layout is terrible. Multiple tabs at bottom of screen and multiple buttons to push on main screen that lead to nothing basically. More complicated than it needs to be. If you need information about your scooter just google it. You’ll save a lot of headache",1,6.7.0,whyyouneednickname?,negative
93,2024-12-25T05:33:46-07:00,"Why is it, all apps, all new equipment FORCE you to surrender your data and location in order to use a product you paid for. You must surrender personal data to drive this product and must have an active smart phone to use.",1,6.7.0,$AbeMon$,negative
94,2024-12-18T14:37:13-07:00,This is perfect for a team roper or rodeo guy,5,6.7.0,Issactheroper,positive
95,2024-12-15T15:04:03-07:00,they don’t care about their costumers,1,6.7.0,mf f f f d r rn,negative
96,2024-12-09T09:21:34-07:00,"My friends have hiboys and you can feel the rode to much and there app sometimes has connection issues and overall, Segway is just better and I’ve been hearing people say that they’ve been catching on fire not good…I understand that they are a new company but there one of my friends tried to return theirs and get warranty because it’s just stopped working and the even though they were in the one year range for the warranty, they didn’t cover it so I will always stay with Segway.",5,6.6.9,Fulton2011,positive
97,2024-12-02T20:30:01-07:00,It paired as a S Max instead of the GoKart and hence the Gokart doesn’t work. Why????,1,6.6.9,schnitzelmann_likes_apps,negative
98,2024-11-18T18:02:17-07:00,Pretty much garbage,2,6.6.9,Synthetak,negative
99,2024-11-11T18:13:10-07:00,This was a great scooter for it’s price,5,6.6.8,Goldenking88,positive
100,2024-11-10T13:36:37-07:00,"I love the app and it works flawlessly and one thing I hate about it is that if you miss a day to log in, it clears all your log in days out to zero. The glitch is another I can’t just deal with. Customer service is not that great.",3,6.6.8,darlingshy,neutral
101,2024-11-06T18:43:08-07:00,Im just a guy. Maybe this app is good? Maybe this apps amazing? I don’t know. So I’m giving it the benefit of the doubt.,5,6.6.8,paanther9,positive
102,2024-11-03T11:12:25-07:00,"main reason, i dont like the music feature. its super loud and distracting. i tell my relatives to lower the sound but they always play it on max while on the scooter. mind changing the music settings lower?",2,6.6.8,sillygoober!,negative
103,2024-11-01T08:41:42-07:00,"Great product! Helps your balancing skills and your whole body especially the gut! 

Pro: long distance per charge. Lights are bright and has not dimmed on me as of yet. This machine truly helps me not only earn income, but to enjoy life again. 

As a veteran of this beautiful country, I tend to miss the beauty of it because it will be too stimulating for me. But with this machine I can get to where I am going with fun, great views, and feeling safe.

Cons: app connection at times is real slow or does not connect at all. I don’t like using the app much because when I swipe out of the app, I come back and I am logged out. EVERYTIME. And it is frustrating. As far as the property itself I don’t like how it leans back so aggressively when we go over speed. I understand the effort and reason behind it, but it’s unsafe. Unsafe when you are going down a hill and you have the floor pulling from under you. And that is pretty much all of my complaints",5,6.6.8,Sosa G,positive
104,2024-10-26T14:09:13-07:00,It won’t connect to this app. Segway is trash. Ruined my kids birthday.,1,6.6.8,KcJrees,negative
105,2024-10-21T22:52:00-07:00,"Some parts don’t work if your firewall or VPN blocks malicious tracking servers, but this is a fun app with social photo part and some achievements like a game.  I am feeling alive again with Segway.  My other scooters don’t have an app and I feel like that is a waste.",4,6.6.8,SpyderCanopus,positive
106,2024-10-20T02:31:38-07:00,"I’m a big fan of Segway-Ninebot but not the app. For three months now since I’ve had my scooter and been using the app I have not been able to access any of the user manuals or tutorial videos and when trying to get what I could not access on the app sent to me via email so I could read it,  I had to talk to three different people and still didn’t get the materials sent to me.",2,6.6.8,This One Gay Guy,negative
107,2024-10-18T07:35:52-07:00,F2 pro keeps beeping while transport returning it,1,6.6.8,Brrrrrxxx,negative
108,2024-10-17T15:22:53-07:00,Won’t even let me sign in,1,6.6.8,Tony ppppppp,negative
109,2024-10-13T10:03:46-07:00,"To many security options hard to sign in, got scooter stolen no tracking security, will not recommend this app or any ninebot product.",1,6.6.6,Joh127858,negative
110,2024-10-10T16:22:40-07:00,Original app was easy.  Don’t complicate yourselves.,1,6.6.6,works well with iphone,negative
111,2024-10-06T12:08:58-07:00,"For some reason, the app is not letting me turn on all the features that my scooter dashboard says are available can somebody help me?",3,6.6.6,Deacon Fazio,neutral
112,2024-10-05T10:47:27-07:00,All the documentation links open a web view to a broken page.,2,6.6.6,AmyColton,negative
113,2024-09-21T03:58:34-07:00,"Ya, why are there sooo many negative nancys out there???? Cancel culture going overboard!!!!",5,6.6.6,thnknowl,positive
114,2024-09-12T04:05:55-07:00,Why are there so many bad reviews this app is good,4,6.6.6,Ajay12pandey,positive
115,2024-09-11T15:05:16-07:00,Amazing engineering,5,6.6.6,ok DO IT 11112223456789090,positive
116,2024-09-10T08:30:42-07:00,This app would be great if most of the features would work. Only a few things work and the most important don’t. Will see if they ever fix it.,1,6.6.6,fossilblue01,negative
117,2024-08-22T22:49:09-07:00,"Says it needs to install new firmware, but it always fails",1,6.6.3,Jimbobbyo,negative
118,2024-08-21T07:52:45-07:00,"Sometimes when sharing a ""moment"" in the app, an attached photo will fail to attach. The moment will consist of nothing but the caption text. This is very undesirable.",4,6.6.3,BadDomino5,positive
119,2024-07-31T11:22:31-07:00,somebody needs to get ahold of segway.,1,6.6.1,ElFunkycowboy,negative
120,2024-07-21T08:01:40-07:00,Have you read the agreement for this app? There should be an opt out for being able to use the app with you sending information about me my behavior or usage of this scooter to my car insurance. I do not agree to giving my privacy away. Just another WOKE spy device embedded in our lives. Nope! If I’m wrong may the owners of the app contact me with a way to opt out.,1,6.6.1,Rocketman1000R,negative
121,2024-07-18T09:57:38-07:00,"I finally take my scooter for more than a short drive on my street and it immediately is broken. I am within my 2 year warranty but apparently that warranty doesn’t count so the scooter is garbage now. Do not recommend, electric scooters are a scam here.",1,6.6.1,Sirstopp,negative
122,2024-07-18T09:44:37-07:00,The fine print says you can’t talk negatively about the Chinese Communist Party (CCP) and that you MUST agree in order to use this app. Huge red flag!,1,6.6.1,December2005,negative
123,2024-07-13T14:01:23-07:00,It seems impossible for it to work. Also why do I have to reconnect ever ride,1,6.6.1,Boggie down 1234,negative
124,2024-07-04T22:57:38-07:00,Where,1,6.6.1,Kai343,negative
125,2024-07-04T18:24:55-07:00,"I have owned an e22 scooter for about 2 months and just recently tried to connect it to the app. The Bluetooth and pairing never connected my scooter after trying literally everything. (Different phones, Bluetooth on, reset, unplugging). FIX THIS PLEASE",1,6.6.1,Carsonthegreat600,negative
126,2024-06-30T18:41:03-07:00,This was horrible,1,6.6.0,Gifkfific,negative
127,2024-06-25T20:43:34-07:00,"This app is garbage 🗑️ 
Folks 
Basura 🚮 
Won’t work on S-Plus 😥😥😥🤬🤬🤬",1,6.6.0,Yaagul,negative
128,2024-06-19T04:51:47-07:00,I barely have any options I can’t control speed or activate cruise control and I have such a little amount of options please anyone help me a bought this g30 max II from dubai,3,6.6.0,nonsndndjdjbxvf,neutral
129,2024-06-18T08:03:00-07:00,"New to using this app and really enjoying it, but there need to be more privacy settings in regards to who can view your user profile and posts. I want to share my rides and photos for my own memories, but I don’t want strangers following and interacting with me due to safety concerns. This needs to be a priority in the next update.",3,6.6.0,Al320525,neutral
130,2024-06-14T13:26:53-07:00,I got an scooter for my b day and I didn’t know this app existed but I figured it out and has so many cool features just wish it locked tires when I lock it,5,6.6.0,Charlie g30lp,positive
131,2024-06-11T14:31:13-07:00,Some of the reviews are saying they hate it because you have to log in to use the app and the vehicle. This is probely so someone can’t steal it and use it and just for safety. Y’all are very dumb and get better and ridding. Got to go ride 40 miles down town peace. Best thing ever,5,6.6.0,bobtheridediwntown,positive
132,2024-06-06T08:17:05-07:00,"My husband and I bought one of these to zip around locally in our community. I haven’t even taken my first ride and I hate it already. I had a very simple scooter that I could flip the switch and it would go. This one requires Bluetooth, pairing it with my phone, and apparently I have to have my phone with me at all times. Additionally, we cannot figure out how to get it to work with my husband‘s phone as well as mine. Therefore, he cannot take the scooter out without taking my phone too. You have to watch a tutorial with tiny pale print before you can use it and it goes through very quickly. I had to take pictures of the instructions to be able to read it. Apparently they don’t actually want you to read it. It’s just to prevent lawsuits. We’re considering returning the whole thing. What a mess.",2,6.5.0,Annajoule,negative
133,2024-06-01T06:49:36-07:00,"I tried to bind my email and phone number many times and the app would not let me get logged in. After binding, I set the login password and then it says the login session has expired and I have to log in again. The scooter won’t go as fast as it is capable of going without registering with this app. I finally got registered after 20 or so attempts over multiple days. A few weeks later the scooter went back to default mode which stops it from going more than 15km. That is a lot slower than advertised.",2,6.5.0,Jen12345a,negative
134,2024-05-30T09:21:47-07:00,This thing is so helpful and easy to use and it helps me get around town and get me where I need to go,5,6.5.0,156c your mom,positive
135,2024-05-28T13:15:22-07:00,I love the scooter,5,6.5.0,bfnajdjcnfbfb,positive
136,2024-05-23T18:35:08-07:00,I bought a brand new scooter from them.  Their scooter never worked,1,6.5.0,Geek nations,negative
137,2024-05-15T14:40:04-07:00,I bought a scooter for my friend Clark and it goes zoom zoom zoom I love this app. It helps me know what my speed is and everything zoom zoom zoom,5,6.3.5,Steven rice 29,positive
138,2024-05-13T23:38:34-07:00,"The app was the reason I chose a Segway scooter, and I couldn't be happier with my decision. It offers a comprehensive dashboard that shows you real-time mileage, speed, and charge levels, making it incredibly easy to monitor and manage my rides.

The user-friendly interface and reliable performance make it an indispensable tool for any Segway scooter owner. It has significantly enhanced my riding experience by providing all the essential information at a glance. Thanks to this app, my commute is now more enjoyable, and stress-free.

I highly recommend this app to anyone who owns or is considering a Segway scooter. It truly elevates the riding experience to a whole new level.",5,6.3.5,Omar Elgammal,positive
139,2024-05-11T22:52:56-07:00,可以把app图标右下角的国际图标去掉吗  或者至少在app哪给用户一个选择,3,6.3.5,jackpan7,neutral
