Unnamed: 0,updated,content,rating,version,author,sentiment
19,2025-04-15T05:11:34-07:00,"In this digital day and age I’m a little underwhelmed by the fact that this app is incompatible with an Apple Watch. So it can’t be used for e-bike management purposes, and I can’t pair it as a heart rate monitor. I also had to waste time searching for the right app to download for my e-bike. You’d think they’d at least include a QR code in the Quick Start guide. We’re not off to a great start technologically speaking. Thank goodness I didn’t go for one of the high-end e-bikes or I’d be really irritated and return it on principle. But at $2k I guess this is all I should expect.",2,2.7,Let'sTryThisAgain,negative
20,2025-03-27T07:58:52-07:00,I have a brand new trek fetch 2 but this app cannot find my bike to connect to it. I was able to connect to the flow app from Bosch so I know the bike isn’t the issue.,1,2.7,SparklestheDestroyer,negative
21,2024-12-27T09:40:26-07:00,"I bought a Trek Rail 9.8, this app will not connect to my bike. Tried multiple ways, nothing. And for some strange reason, after almost two years in business and they still don’t have a support page! Wast of time!",1,2.6,C-Rockett,negative
22,2024-11-12T19:39:00-07:00,"Motor tuning is great, but very disappointed I can’t connect my Apple Watch and record power meter in domane+ to collect both heart rate and power into iOS fitness apps as well as expecting to strava",3,2.6,d_coder,neutral
23,2024-11-08T11:39:04-07:00,"Don't rely on the trek app as your primary source for riding. I've had trouble with it staying connected on all of my rides tried to remove the app, forget my device but still not working.",1,2.6,RboFolsom,negative
24,2024-10-26T22:06:42-07:00,"The support page is horrible. And the tutorials inside the app just gloss over stuff at a super high level. The FAQs say I should be able to “seamlessly”download to Strava, but when I try to I get a cryptic error message. There is no obvious way to connect to Strava from Trek Central. What the heck!",2,2.6,NestoFC,negative
25,2024-09-28T03:48:36-07:00,"If you are being safe and using an app to store long, unique and complex passwords for your various accounts, this app is useless. The password field does not allow pasting. So to use the app, you are going to need to type that long password character-by-character. No thanks. I’ll pass.",1,2.6,TBonzai,negative
26,2024-09-28T03:31:56-07:00,"I rated this app at 4 stars. It would have been 5 if……..
I use it for maintenance information (miles risen, state of charge, etc.) since both I and my spouse have Trek electric bikes, it would be nice if both bikes would pair with the app and the dashboard would allow selection of the bike in question. It is a real PITA to have to go through the process of pairing the second bike and “losing” the first every time I want to review the other bike’s data. If that were possible, then I would rate it 5 stars. Edit: Additionally, I have reported this to my local Trek dealer that when connected to my Dual Sport+ 2, the app recommends tire pressures for both wheels ridiculously low (in the 20s, PSI, while the tire wall says maximum 50 psi). If I followed the app’s recommendation, I would be riding to “Pinch Flat City.”",4,2.6,Level-Headed,positive
27,2024-09-25T11:11:51-07:00,"I’ve used this app for over 500 miles of rides and it recorded the rides perfectly until I updated my iPhone to iOS 18.x. Now it actually doesn’t record anything unless I stop riding to pull my iPhone out to see if it’s recording … then, oddly enough, it will start recording. I’d be happy to share more info and/or data if necessary.",5,2.6,ipodzrock,positive
28,2024-09-16T15:25:26-07:00,"I got my bike two days ago and downloaded the app yesterday I tried to create my trek account and I kept getting an error trying to get through the legal agreements page. I tried again today and I had to create an account again and then reset the password, and then verify the email, and I still got errors, but I finally made it onto the app. Now looking at the app I can’t believe it doesn’t have an odometer on the ride screen. I’ve been looking through the Settings trying to find a way to add trip and odometer but i can’t find it. So, as I said,iffy.",3,2.5,Splarb,neutral
29,2024-09-09T03:13:15-07:00,"Lately the app crashes in the middle of a ride almost every time and the only thing that works is for me to completely reboot my iPhone. Since the only way to see exactly how much battery power is left and what the remaining range of distance is, this is supremely frustrating. 

In addition, all my rides are labeled as being in the wrong city, even though all my location settings are correct (and the map of the ride is correct). I reported this issue several months ago and never got any response from the developer.",1,2.5,Schwann240,negative
30,2024-09-01T14:45:57-07:00,Can’t connect the trek app to my ebike verve+4s😠,1,2.5,Rolan the biker,negative
31,2024-08-25T13:08:04-07:00,"Second successive day of unusual behavior, +SLR (Tq) w/extender. 4600 mi, LTBS just flashed firmware last week. Battery error codes prompted visit.",5,2.5,K9DLT,positive
32,2024-08-07T22:44:23-07:00,"I use the app with my ‘23 domane+.  I actually like the app overall.  But… While riding and switching assist levels, the app will just randomly shut down.  It’s not consistent, about 10% of the time. When I restart, the current ride picks back up, with one major issue.  It adds miles to the ride. I’ve had it add 1 mile, 5.2 miles, 10.7 miles…. It’s really random. The actual bike odometer does not get the miles added, just the current ride/trip odometer.  This obviously then skews the other stats (avg speed, etc.) for the ride.

Given you are interfacing with TQ, idk if the bug comes from TQ somehow on reconnect or if you have some major logic issue on your side when reconnecting.  I have the latest version of the app, 2.5.",5,2.5,turbo95b,positive
33,2024-07-26T20:24:55-07:00,"If I could give zero stars, I would. How do I contact someone to get help with it?  I enter my user id and password and it gets an error every time. I even changed my password. Also tried deleting the app and reinstalling.",1,2.5,You need IT help,negative
34,2024-07-25T09:55:01-07:00,"This app is stupid. You have to have a e bike just to use it. God forbid you don’t have a e bike, then you can’t use it. There is no way to skip the Bluetooth phone and bike pairing. Stupid app. Typical engineers overthinking everything and throwing simplicity out the window",1,2.5,Resickened,negative
35,2024-07-06T10:15:32-07:00,Trek Central used to be fine. Assigning fields was seamless. Seems something changed with an update. Have not been able to set a field for current elevation nor set a field for trip distance.,3,2.5,E-bike Tom,neutral
36,2024-07-06T05:11:52-07:00,"I love the Trek Central app when it works. Unfortunately, it is constantly disconnecting and closing during a ride. This can happen as often as every five minutes. I have to stop the bike and restart the app in order for it to connect again. I have the most recent updates to iOS and and the app. When it is connected and working, it’s a five star review. When it is disconnected and not working, it is a one star review. Hence the three stars as an average. Please help!!!",3,2.5,Silver5,neutral
37,2024-07-04T19:13:22-07:00,iPhone 13 mini latest os and all patches.,1,2.5,PowMow2,negative
38,2024-06-25T06:25:18-07:00,"APP was great for about 4 rides… this morning it kept Disconnecting from my FX+ 2, saying some functions not accessible… is there an update/fix? Is it in the the Hyena firmware?",2,2.4,PastorJLB,negative
39,2024-06-09T06:27:25-07:00,"Recently got an Electra Ponto Go. It’s great. Got a QuickLock case for my phone because there is a QL connection built into the bike. It’s great. But, when I put my phone on the bike (which also charges the phone) and lock it in, I can only use the map screen in portrait. But that also mean the top of the phone is hidden behind the handle bars. It would be perfect in landscape, but when I have it that way, the direction seems confused and all the text/data I would read is now sideways, as it doesn’t reorient to landscape. It’s a really odd miss given this is a Trek bike and landscape is a pretty basic app/phone/map feature.",4,2.4,MRT SAH,positive
40,2024-05-31T10:05:06-07:00,"I’m enjoying my new bike and the features in the app.  150 miles in about 3 weeks of riding.  However when I’m riding the app losses connection with the bike.  On 9/10 rides more than a few Miles it disconnects and doesn’t reconnect. It won’t recover unless I stop and close the app, turn off the bike and restart both.  🤪",3,2.4,OVE GURU,neutral
41,2024-05-20T13:27:14-07:00,Its good and works well their just one issue I know. The bikes miles ridden is really wrong. It says I rode 9000+ miles and I know for a fact I didnt.,3,2.4,Zerokat,neutral
42,2024-05-09T09:23:43-07:00,"I'm riding a Domane+ AL5. A month ago, elevation suddenly stopped working at all. The same thing happens even if you delete and reinstall the app. What should I do?",1,2.4,sage lee,negative
43,2024-05-08T04:37:21-07:00,I noticed the app stopped tracking my ride elevation since December 2023. Is this going to be fixed.  I don’t want to download the app again as I will lose 350 miles of rides,4,2.4,Ride fever,positive
44,2024-04-17T12:38:39-07:00,"I just discovered this Trek bike app a few days ago. I was already in love with my bike, The Townie Go 7, and have had it almost a year. The app adds the that love for TOWNIE ! ! !",5,2.4,The Murch,positive
45,2024-03-27T07:58:32-07:00,Constantly connects and disconnects,2,2.4,Bradshawstories,negative
46,2024-03-26T04:57:33-07:00,"The previous version of this app allowed you to tune the motor. Beware- this new version 2.4 removes that feature. I am extremely disappointed. When I could tune the motor for less pedal assistance I felt like I had a brand new bike tailored to me. Now that’s gone, without warning or explanation.",1,2.4,nobodyhomenobody,negative
47,2024-03-22T23:00:19-07:00,No puedo creer que una e-bike tan costosa aveces se conecta a la app y aveces no.,1,2.4,jose_flores,negative
48,2024-03-13T18:08:46-07:00,I really love the low profile of the bike computer on my Fuel Ex-e. I really wish that you could customize the screen data. Like why can’t we see mileage? I really don’t want to have to mount my phone to get this data! Please improve the software to let us decide the data we any to see.,3,2.4,Fastbob151,neutral
49,2024-03-10T09:20:44-07:00,"What the app does, it does well.  But there are some obvious next steps that haven’t been added, such as: saving motor tune profiles.  I hope they have not given up on this app.",3,2.4,GeorgiaDaddy,neutral
50,2024-03-07T15:17:12-07:00,Used this right when I got my Fuel EXe and the motor tune is super useful yo dial in how the bike rides. Love this app,5,2.4,Famsoos,positive
51,2024-02-21T05:34:19-07:00,"This app severely needs a dark mode and the ability to send your location to people plus a little bit more custom ability in the screen on what can, and cannot be added to it, in the sense of giving us another place to add one of those extra pieces of information to the screen when riding.",5,2.4,Viper7,positive
52,2024-02-04T15:33:26-07:00,"Bought brand new ponto go have tried several times to connect turned everything off and on several times, the app will find bike but not connect smh",1,2.3,Smoldering247,negative
53,2023-11-21T22:08:19-07:00,I tried everything but app won't connect to my bike.,1,2.3,Mike the d!ke,negative
54,2023-11-13T12:42:14-07:00,"Just got my FX+2 bike and the app is very poor
1 doesn’t support Apple Watch 
2 can not link it to komook
3 very poor user guide 
4 No instructions on planning a ride 
5 not sure if tire pressure is working
Victor Bell Park City Ut",1,2.3,Victor PC Ut,negative
55,2023-10-25T14:23:55-07:00,"When I log in, the app asks to confirm my email but it dosent send anything I’ve checked spam and everything",1,2.3,flamzcomng,negative
56,2023-10-16T14:09:46-07:00,For a number of years I was very satisfied with Trek. Lately the service is not what it used to be. This app is a disgrace. I bought a “Trek custom built” Domane+ from the dealer. The app stated that my serial number could not be found. I reported the error to Trek via email. I was eventually told that there was a bug in the system and their custom build serial numbers were not being recorded in their database. This was months ago. I asked for a status without receiving a response. When I turn on the app now it states that I have been “locked out”. Do they care?,1,2.3,cibo7,negative
57,2023-10-15T14:41:08-07:00,"I had just bought a rail trek e-bike, I love the bike so far but as the app flies I got the trek central app to connect my bike to and it’s not connecting, but the bike is on and near the phone which makes no sense if it can connect but it’s not.",1,2.3,apex royal fan,negative
58,2023-10-13T08:59:55-07:00,"Ponto go is found by the app but failed to connect 3 times. Restarted bike and app, verified Bluetooth on and allowed, WiFi on, failed to connect 2 more times. App support link takes you to devs webpage but should link directly to a support ticket page instead?

Update Oct 13 responding to developer. I have the latest iPhone app and my bike was already on the latest firmware (was at Trek yesterday who confirmed). Pairing still failed this morning. Developer, do you have a contact email so we can take this off the App Store?",1,2.3,JackBixby,negative
59,2023-10-11T11:29:27-07:00,Ponto Go will not connect and I’ve wasted almost an entire day of my life messing with this and taking my bike back to the store to get it “updated” but still nothing!!!,1,2.3,DISCGOF,negative
60,2023-10-10T13:19:54-07:00,Just get a validation error on two separate devices.  If Trek built bikes like they write code . . . Just fix it.,1,2.3,Slowhands77,negative
61,2023-09-25T13:55:29-07:00,"Waste of time. Bluetooth on bike is not discoverable in app or outside of app. Not much to this…skip and just go ride your bike.

UPDATE - Trek updated app, now it will find the bike but will not pair. Just keeps saying pairing failed and going back into the previous screen for me to select my bike again and have it fail again. I just want an app that I can track my miles on…time to find an alternative to this I guess.",1,2.3,Ponto1234,negative
62,2023-09-24T14:45:53-07:00,"I’m used to Bosch eBike Connect due to the TREK Rail coming with a Bosch CX Gen 4 motor. Aside a conversion issue on calories burned, it’s terrific.

With the 🚵 TREK Fuel EX-e, I’m forced to use the new TREK app and while it offers some motor tuning, overall the app is ‘meh’. 

Strava sync requires manual intervention 9 times out of 10, and now I’m simply getting a “Warning! Failed to upload to Strava”. Well, is that a warning or error?? I love to understand what my vs the bike power output is but hate this OEM Apps that are new, bike specific, clumsy UI and then don’t work. 😡",2,2.3,Heli2reg,negative
63,2023-09-24T14:21:24-07:00,"Not only will it not pair, it gets caught in a loop and is non-recoverable without deleting and reinstalling the app.  

So far has been the worst part of the bike buying experience",1,2.3,archimb8,negative
64,2023-08-22T11:12:08-07:00,"Can't get it to connect to my brand new Trek. App won’t move past pairing screen. I've tried everything: reset, uninstall, reinstall, etc. Seriously disappointed. Reading reviews tells me it’s been an issue for months with no resolution. 

Update: Contact Rider support. They said that Ponto GO! bike is not supported by the trek app and they don’t have a date for when it will be. 🤷🏻‍♂️",1,2.1,danawatson,negative
65,2023-08-15T22:39:43-07:00,Battery drops from 4% to 0% in an instant,2,2.1,Mutro,negative
66,2023-08-11T11:13:02-07:00,App launches maybe 1 in 10 times. Not worth the trouble. Have uninstalled and installed 4 times. Serious bug!,1,2.1,Mike.u,negative
67,2023-07-30T14:03:10-07:00,Just adding this app to keep track of miles etc on my Electra Townie Go. This App has a hard time connecting via Bluetooth to my bike. I will soon delete this app. Wish there was a better app.,1,2.1,Tippymom66!,negative
68,2023-07-08T08:08:11-07:00,"I’ve tried everything to get this thing to connect to my E bike. It will not. I have disabled, the Bosch app to avoid any conflicts and multiple starts and restarts will not connect.",1,2.0.1,Dadasracecar,negative
69,2023-07-02T05:27:40-07:00,"Can’t get it to connect to my brand new Trek. Just keeps going in circles, bike shop can’t fix it, it’s total garbage. I’ve done all the things to reset, uninstall, reinstall, etc. What a disappointment. For as much as the new Treks are, you’d think they could at least put out an app that connects and does basic things. There are light bulbs that have better apps than this. I was told my bike was too new to work, that’s the latest reasoning, but I had to wait for months to get the brand new bike to begin with. Hey Trek, don’t put software in the bikes if you aren’t willing to make it work for your consumers.",1,2.0.1,throttlebunny,negative
70,2023-06-27T04:27:08-07:00,Love some of the features but the app doesn't want to open a lot of the time.,2,2.0.1,DNemecek,negative
71,2023-06-25T18:30:58-07:00,"Overall for my use as a daily tracking app for local rides around my area it works decent. I’m not a hardcore cyclist so the info I receive is fine and provides all the things I need like speed,cadence ,ride time etc but it is draining my battery really fast( and yes I checked all the settings and turned off app refresh). So for that reason I can’t use it anymore until this bug is fixed🙁",2,2.0.1,BytheBeachdad,negative
72,2023-05-21T23:38:41-07:00,It reports my power as 419 watts - I wish… or nothing - also wrong.  Bike is a Domane+ AL 5.  I suppose the bike could be reporting bad information but how would one tell?,2,2.0,Orin Eman,negative
73,2023-05-20T13:52:36-07:00,"The latest in the parade of errors is 206001.  Perhaps the error display could tell us what the issue is.  Better stil how to correct or work around it.  
Yours In Frustration
B",1,2.0,bsandoe,negative
74,2023-05-13T21:01:06-07:00,The app will not connect to Strava,1,2.0,Mr. Trek,negative
75,2023-05-13T07:48:28-07:00,If you only use the app for adjusting the motor settings it works great.,4,2.0,ndjdhehejd,positive
76,2023-04-09T10:09:57-07:00,Not paring to phone,1,1.8,Not paring,negative
77,2023-03-04T16:28:13-07:00,"After picking up my project one Domane +, I was disappointed to find that I could not pair my phone to it. I kept getting an error message “Connection unsuccessful. Bike type not found”. I have deleted and reinstalled the app, deleted the bike from Bluetooth, and reset the bike numerous times  without success. Very disappointing!
Update:  Trek reports that a fix is in the works.",1,1.8,Trygg48,negative
78,2023-02-21T08:05:27-07:00,Can't paste password from password app.,2,1.8,MBWSF,negative
79,2023-02-09T03:43:55-07:00,"400009
Wouldn’t even let me create an account",1,1.8,Cervelochick,negative
80,2022-11-06T07:11:13-07:00,"Trek needs to fix this asap. Embarrassing how buggy the app is and how poorly designed the account signup process is; both from a security perspective and UI/UX. Good design means don’t force bad passwords. Do make it easy to use password managers and allow pasting. Also, don’t allow the app to crash every time you change a simple setting (high/mid/eco). Wouldn’t have believed it was so terrible if hadn’t seen it myself.",1,1.5,nathan-appstore,negative
81,2022-09-05T09:21:41-07:00,Will be useful once reliable information is provided. The motor tuning portion works flawlessly so far. The elevation and mapping is off and buggy. Overall nicely put together it just needs some fine tuning and the maps need more options so I don’t need to use trail forks or mtb project at the same time. It shows a lot of promise if TQ continues to refine it.,4,1.0,Trek/exe/9.7,positive
