Unnamed: 0,updated,content,rating,version,author,sentiment
15,2024-10-04T15:05:42-07:00,Since the last update I am unable to log into the app. Please push out an update to help others like me!!,1,1.26.3,beantown06,negative
16,2024-10-02T08:36:39-07:00,Have had bike several years and this app was working A-OK. Then came an April 2024 update and this app has not worked well for me since that time. After the April update most functions worked except ride distance was always 0.0 miles. Several updates later and that’s still not fixed. Another annoyance was the constant need to reset my preference to Imperal versus Kilometers. Had an update Sept 30 which put me totally out of commission as I was logged out and have been unable to log back in since then.,1,1.26.3,Wcoast2Ecoast,negative
17,2024-09-30T04:53:57-07:00,"The bike apparently updated correctly as the app indicated as such. However, when you go into one of the screens to update the settings it keeps timing out - your options are retry or cancel.

Forget even trying to contact the manufacturer for help. Crickets. This is just like when I emailed them a few weeks ago and asked for a manual for my bike that actually pertained to it, and they provided me with a link to the manual that I just complained about. 

It’s like a cross between Monty Python and Seinfeld, but without the humor. Hey - let’s have someone spend four figures - a lot of money - for a bike - and then provide them with a manual that literally has nothing to do with the bike you just purchased. Or, hey let’s have an app update and then it loses functionality and doesn’t work correctly. Who does that? Welcome to amateur hour.",1,1.26.3,This space intentionally left blank.,negative
18,2024-09-23T21:46:18-07:00,"After the 1.26.1 update the bike connected but gave no details, fix the app please!!",1,1.26.1,Deb Burg,negative
19,2024-09-22T09:32:22-07:00,"Does anyone at Giant actually test the new release before putting it on the App Store? Also, it no longer does Imperial, only metric. Instead of getting better, this app just gets more frustrating!",2,1.26.1,S.D. Rider,negative
20,2024-09-21T07:56:33-07:00,"I used the app successfully for 2 years. This summer when I started to ride, the app required me to login again but wasn’t recognizing my login. Then suddenly it did let me in (upgrade???). Now in the last 2 weeks it’s opening but when I select “Ride” nothing happens & I can’t record my rides.   I was going to try uninstalling/reinstalling, but reading these reviews, seems that’s unlikely to fix the issue. DISAPPOINTING!",2,1.26.1,Grumblybearuk,negative
21,2024-09-19T08:44:22-07:00,Since the latest update I’m not able to record my rides. Wondering if there’s a connection? My last successful record is dated 9/13/24. Thx!,2,1.26.1,Uncle of Bob,negative
22,2024-09-18T14:13:45-07:00,"I am having the same problem as donorato. I press ride, but the time and miles do not accumulate",1,1.26.1,Sue Mc1,negative
23,2024-09-14T15:40:06-07:00,"Ever since your “upgrade”, the app won’t begin. The map shows up with the blue dot, but push “go” & nothing happens.",1,1.26.1,donorato,negative
24,2024-09-12T04:06:06-07:00,For the last month or so the app won’t open if my VPN is on. It’s annoying because it is something new. I hate leaving my phone exposed just to use a recreational app. It needs fixing in future updates.,2,1.26.1,Frustrated 042,negative
25,2024-09-11T17:31:47-07:00,"If the app would just remember I don’t use metric that’d alleviate all my concerns, but no. Apparently you have to save the setting every single time the app is opened to have it reflect imperial units.",3,1.26.1,conglomerate,neutral
26,2024-08-25T22:54:10-07:00,"Personal settings wont save imperial data.  I can’t see where it keeps an ongoing total mileage of my bike.
Everytime I turn my bike off I have to reset settings.  When I take a break and start riding again my bike won’t start recording the ride.
I have to completely close out of app and turn back on to see battery life.  This app really needs to be updated.",1,1.25.2,clodhopper82,negative
27,2024-08-13T16:45:47-07:00,I cannot get the app to open. I’ve uninstalled and reinstalled the app 4+ times to no avail.,1,1.25.2,HoneyBunny0811,negative
28,2024-08-13T15:31:58-07:00,"Recent upgrade to 1.25.2 app churns and cannot log in. Tried everything but no luck.

Secondly, previous version the app always rest to metric even though my personal settings are set to standard.

Where is the support button?",1,1.25.2,Mnnigcbjuijvdswf,negative
29,2024-08-13T14:11:14-07:00,I tried to used different device to login. The login screen is crashing on all device Apple or Google Play.,1,1.25.2,Her-ron,negative
30,2024-08-13T14:00:49-07:00,Impossible to load up or make a turn on after the third ride-reinstalled three times still doesn’t work- useless at this point,1,1.25.2,Synapsefire,negative
31,2024-08-13T13:53:36-07:00,"App has been stuck in log-on page for 2 days.   When it was working it reverts back to metric every time you start it.  Pay big bucks for a
Bike and get a junk app.  Pleas Giant fix this thing!",1,1.25.2,Mikegodz,negative
32,2024-08-13T13:20:29-07:00,Application not working at all when I press login just give me white screen,1,1.25.2,Hantherx,negative
33,2024-08-13T09:37:03-07:00,"Absolutely worthless, now I can’t even login. Just a blank page for login credentials. The application is very bug ridden.",1,1.25.2,love liv hate the App,negative
34,2024-08-13T08:06:18-07:00,Restarted phone. Reinstalled app. The app is still not letting me login. Very frustrating.,4,1.25.2,Goffer23,positive
35,2024-08-05T19:47:16-07:00,Their app team must have all gone riding without helmets and crashed into a tree head on. WHY ON EARTH do you need to sign on to connect your bike? What if you are riding in an area with no reception which is fairly common. Pretty much you have no way of knowing how much true range you have left.,1,1.25.2,anthonyn714,negative
36,2024-08-04T20:00:27-07:00,"I changed units from metric to imperial.  On the next ride, ride units are back to metric. Go into settings and imperial is displayed, but I need to save before ride display returns to imperial.",4,1.25.2,BDempsey,positive
37,2024-07-06T05:28:27-07:00,Every time the app is started it changes from imperial to metric.,3,1.25.2,Kona37,neutral
38,2024-07-03T17:54:14-07:00,I am unable to log in to the updated app.   The wheel just spins and spins.      The old version worked just fine.,1,1.25.2,ghhkjdshl,negative
39,2024-06-14T03:33:55-07:00,"I have not had any issues with the app and it's easy to upload to Strava. I wish it would display in miles instead of Kilometers 
.",5,1.25.2,Wbsuth,positive
40,2024-06-09T18:40:34-07:00,"Yeah. You can change the percentage of power in your motor settings,  but its already got a good range. You can map your rides on your phone, and upload it to Strava, but why not just use Strava? I tried it, don’t hate it, but iit gives me what I already had. My advice is, don’t use it unless you need to. If your bike is running just fine, don’t mess with it.  I’d like to see an app that gives a useful automatic assist, like a cruise control instead of a battery eater. I’d like to set up a PIN on the control unit. I’d like an app that really helps me get the most out of my bike. I don’t want an app that updates all the time with no visible difference. I want an app I can trust isn’t going to screw up my bike, but there’s a lot of negative rumors, and not a lot of positive reasons to use this from what I’ve seen so far.",2,1.25.2,Aloyzius6,negative
41,2024-06-07T21:51:14-07:00,The app is extremely disappointing from such a large company! Hire someone to fix it please. I’m starting to regret not going back to specialized. Absolutely nothing works correctly on this app. I would give it a zero star rating if I could.,1,1.25.2,Binkylady,negative
42,2024-06-06T04:50:29-07:00,"I have had issues with the app crashing and then when I restart the app, all of the sudden my ride is measured in metric and cannot change it in the personal data settings because they aren’t available during a ride. I can do imperial-metric conversions, but when you’re training for a century and your app crashes 5 min into the ride, it’s hard to spend 75 miles (120ish KMs) solely in metric.",1,1.25.2,Isoldemeowmeow,negative
43,2024-05-31T04:43:22-07:00,"I’ve had a few problems with the app. My biggest is forgetting to log in while I have cell service and before I arrive at my trailhead because I usually don’t have cell service where I ride. Otherwise, it won’t open, I can’t see my battery status, speed, etc. It’s a big issue. I hate it but it’s all we’ve got. I’m trying to learn to live with it—by trying to remember to log in while I have cell service and not before I lose it, which can be tricky. 

However, since the big update, every time the app resets to metric. My profile still says Imperial but my bike control shows me kilometers to empty or kilometers per hour, which doesn’t help me to monitor my speed on public roads. It’s become an issue that when we pause our bike for too long and try to reconnect (like stopping to eat), it again resets my app to metric. My profile still shows Imperial but I can’t get to that while on a ride without closing the ride. In fact, in order to get it to reconnect, I have to close the app and pray it recognizes that I want to continue my ride when I reopen it, which has become the only way to reconnect. However, when I am able to reconnect, it reverts back to metric until I save my ride, go into settings, and then when I back out of settings, everything goes back to Imperial. Until I close and reopen my app again….

Prior to the big change a couple months ago, I loved everything about the app except that I need to log in while I have cell service or I can’t track my ride. The reconnect was a little funny because the “reconnect” would stay lit the rest of the ride even though we’d reconnected. That’s no longer an issue because the reconnect icon isn’t working for me anymore.",3,1.25.2,Roinva,neutral
44,2024-05-29T11:12:52-07:00,"Does not work. Demands you update the bike’s firmware, and after spending twenty minutes doing that, says that it updated, and then tells you that you need to update your bike’s firmware. Repeat forever.

This is trash, whoever wrote it is an idiot, whoever let this through QA should be fired.",1,1.25.2,XaiaX,negative
45,2024-05-23T05:16:44-07:00,I would give a better review if I didn’t have to continually change my settings from metric to imperial every time I use the app… So frustrating. Why won’t the app remember my preferences?,1,1.25.2,Mavric08,negative
46,2024-05-20T21:41:20-07:00,"This app is useless   Every time I want to
Use it it needs updated   Enter email every time   Only works with internet   For freaks sake I am in the mountains where's there's no internet   I have only been able to use app 2 or 3 times   There's no record of any rides",1,1.24.3,tigre9771,negative
47,2024-05-13T15:43:59-07:00,"The app needs to be able to connect to the bike and track rides and adjust settings without having cell service and logging in. We ride a lot in areas with no or very limited cell service and it’s frustrating to not be able to track my ride on the App. Other companies apps only need Bluetooth to connect to any registered bike. Giant/Liv need the same.  Also, the last update made the app worse instead of better.",1,1.24.3,Ofrdbykr,negative
48,2024-05-12T11:44:57-07:00,A reason not to buy giant ebikes in itself,1,1.24.3,BroLaxFlow,negative
49,2024-05-06T17:21:32-07:00,"Every time I log in, the app reverts to metric. I go to Settings, reset to imperial, works fine for ride, but reverts back to metric after logging back in. 
Annoying.",3,1.24.3,Danno58a,neutral
50,2024-05-04T17:31:08-07:00,This app never remembers settings. I have to Save them every time I open the app. The app should keep some history of the bike when it is not powered on. Like last battery level. The GPS maps are not detailed. App connectivity to only to Strava. Does not give any way to change assist level in app.,1,1.24.3,Treeolives,negative
51,2024-04-27T17:45:13-07:00,"I finally got the app to work last year.  This spring, now the snow has melted, I open the app to be greeted with a message they have updated it and it will be oh so much better.  Nice friendly message saying you need to set up a new account and will walk you through step-by-step. Well, I’ve tried multiple times to set up a new account and when I click the button to sign up (since my old email and phone apparently are not recognized)… nothing happens. Nada. Absolutely useless.",1,1.24.3,SierraMyk,negative
52,2024-04-25T13:30:17-07:00,Tried to sign up.   App doesn’t work.   Just sits and does nothing.   Waste of time.  Using Strava instead.  No stars for this app.  It’s a piece….,1,1.24.3,Wkrnrdudne,negative
53,2024-03-07T13:24:33-07:00,Newer versions of the app seem to work quite well.  I like it.  I just wish there was an option to delete a ride recorded by mistake.,5,1.23.0,Neurorads,positive
54,2024-02-24T13:35:22-07:00,I recently installed app on iphone & Toughroad E Gx & now my bike is in shop. It locked up on update 2 of 3 & now gives error on screen to get bike serviced. Bike shop not figured it out yet but I am in for $100 plus thanks to Giant.,1,1.23.0,Former Giant Fan,negative
55,2023-11-05T19:38:11-07:00,Can’t seem to reset the password and now my new bike isn’t charging properly. What exactly did I pay for? I am beginning to get frustrated that a new Trance emtb has so many issues with this app.,2,1.21.0,ThatBih420,negative
56,2023-09-23T12:30:37-07:00,I updated my app and now it doesn’t track my mileage!!! What’s up with that?,3,1.21.0,BKinsella,neutral
57,2023-09-23T10:53:17-07:00,"Can’t create an account in the app, always says the password doesn’t qualify, I assure you at least some of the dozens I tried did, but no. Why do you need my personal information and for me to make an account just to see information about a product I already purchased. So annoyed I might return the bike too!",1,1.21.0,Mr_Eon,negative
58,2023-08-17T16:25:04-07:00,"After updating my password and attempting to re-establish the function of the app, I have given up.  There is no discernible assistance at the Giant Ride Control website.  The app spent all day doing a “15 minute upload” and never complete the process.  After multiple efforts, I am left with my Giant Trance e+1 is a great bike and the Ride Control app is a complete failure.  The app worked for two years and by all appearances it is no longer supported by Giant or the app publisher.  Very dissatisfied.",1,1.19.1,MtShastaLearner,negative
59,2023-07-28T11:35:48-07:00,All of a sudden the app logged me out and when I got signed back in my ride history was erased.  Not sure what happened.,2,1.19.1,khalver,negative
60,2023-07-15T13:05:51-07:00,Requires an account to use and the privacy of this app is questionable. Given the issues others are having it’s likely not worth the hassle.,1,1.18.0,lightning cube,negative
61,2023-05-28T09:30:52-07:00,"Not everyone wants to carry a phone with them when they ride, should have watch app to use",2,1.18.0,GravesR1Racer,negative
62,2023-04-29T18:07:57-07:00,"This app is my go to.  Tried Strava.  Strava doesn’t have the integration that this app has.  I have a Trance E+ 3 Advanced.  Works great.  I like the battery percentage feature.  Ability to tune the power levels and ability to name bike courses.  I use this app with my Garmin watch.  Works great!  

I think that others need to ride their bikes more and then they will realize the value of this app.",5,1.18.0,kimhongjune,positive
63,2022-12-24T22:28:58-07:00,"I recently purchased a 2022 Trance E mountain bike and discovered that when you ride in areas with no cell service, the app does not work… it REQUIRES internet access!   Consequently, percent battery life, speed, distance travelled, etc… is NOT available.   Hey Giant, news flash: people that ride mountain bikes will often ride them in remote locations where there is NO internet access!!  Reading other reviews, this is not a new problem.   This is what you get for bike that costs over $6k? I will warn others in the MTB community.",1,1.16.2,AdventureSeeker64,negative
64,2022-11-16T08:42:33-07:00,The app won’t start without internet.  Not likely to have any on lots of bike rides. I would like to log the rides but cannot,1,1.16.2,sheidhzgss,negative
65,2022-11-01T22:09:32-07:00,"The new update made the auto power settings to lag more, specially while climbing. It switches very fast to the Tour-Eco  mode very fast when the road gets bumpy. It makes it difficult to climb without changing manually to a Sport/Power setting. It should have a delay changing power to any lower power mode, which will allow to keep pedaling smoothly on the uneven parts of the trail without feeling the lack of power. It should have a 2-5 seconds delay, while in auto mode, to go to a lower power mode, and no delay, to go to a higher power mode.  Do this and you’ll see how our reviews will change.",1,1.16.2,Mr. Magestic,negative
66,2022-07-25T06:39:47-07:00,Please fix!,2,1.16.1,fskallen,negative
67,2022-07-19T08:32:09-07:00,I have been unable to use the app for my recent rides. App just crashes on opening.   Seems correlated with the 7/11 app update.   I can’t contact the dev team to report the issue as I don’t see a way to contact them.   This seems poorly maintained and supported.,1,1.16.1,Flysandy,negative
68,2022-07-11T16:07:56-07:00,The App Store auto updated to 1.16.1 today and it crash instantly when you try to open it. Great job.,1,1.16.1,Foydawg,negative
69,2022-04-05T06:41:57-07:00,"I’ve used this app to update my ebike twice now. On one attempt it failed but I tried later in the day and it worked. Meanwhile, it tracks ride well and stays connected to ebike as I would expect. Happy with this app.",5,1.13.1,mdc0422AR,positive
70,2022-04-03T06:55:21-07:00,"Just got my ebike home and did a full software update. Not a hitch and the interface is smooth. Whatever the issues where, they look to be resolved. Good job Giant!",5,1.13.1,CT_16,positive
71,2022-03-13T14:45:20-07:00,Works like crap for tracking mileage and distance. Every ride it loses connection.,2,1.13.1,Hogsrfun,negative
72,2022-03-11T11:59:51-07:00,"The app prompts me to update before it will connect to my Explore E+3 eBike, but when I touch the Update button, the app crashes and closes.  Multiple uninstall/reinstalls of the app still have the same issue.",1,1.13.1,zoi875,negative
73,2022-03-07T13:51:30-07:00,"Updating my 2021 giant e-bike was pretty fast and easy, under 15 minutes for 4 updates. Clean and easy to navigate app, does what you need.",5,1.13.1,Chase273,positive
74,2022-02-14T13:12:56-07:00,Having issues with the app. Wont let me create a login to connect to my bike. It keeps throwing a error code every time i try to create a login account,1,1.12.0,Jebs451,negative
75,2021-12-29T05:59:12-07:00,"I can’t believe that this app makes me login while on the middle of the woods then says I need to connect to the internet! I’m miles away and want to know the charge in my main and booster batteries and I can’t. Who designed this app? I suspect someone who’s never ridden a Mtb. Additionally, this incompetently designed app does not support readings of the second Plus battery. While away from the internet you are left with five leds to tell you battery strength. It’s amazing that an app for $5000 to $12000 bikes has an app developed that is such a miss, and has been the center of complaints for four years. Giant obviously couldn’t care less.

And have a look at the BOT generated response that Giant has below this review. Same for everyone. There is never a real response since they do not care!",1,1.12.0,freddymm,negative
76,2021-11-09T10:45:49-07:00,"I can’t use this app - when I connect, it tries to update the bike and goes into an endless loop. Why even bother creating an app if you’re going to release a piece of crap like this?",1,1.10.0,wert65$9pd,negative
77,2021-10-08T06:21:53-07:00,This app will not connect to my bike without deleting and reinstalling the app every time I want to use it,1,1.9.0,3498754317,negative
78,2021-09-23T07:33:34-07:00,"I purchased a momentum evoke. When I attempted to synch the bike with this app, it said I needed to update the bike. Agreed to update and while it begins to synch and update Nike, it goes bananas and fries my ride control one display essentially making my bike useless.  This app has major issues and I expect $150 reimbursement from the developers for the costs to repair my bike.",1,1.9.0,junioros,negative
79,2021-09-03T09:07:39-07:00,"I’m impressed with the app when paired with my Trance X. The app seems thoughtful and I appreciate the simplicity. 

I didn’t think I’d use the ride tracking features but I find myself using it on every ride.",5,1.9.0,Sashapave,positive
80,2021-08-25T07:39:15-07:00,"After the 3.3 update down load the auto assist stopped functioning, have to go to the Giant dealer to be fixed… Batdude 19
Thank you for the reply to my auto assist problem. The dealer recalibrated the bike but didn’t solve the problem, any other suggestions?",3,1.8.1,Batdude19,neutral
81,2021-07-28T19:49:11-07:00,Old app connected fine and allowed me to control settings. I just downloaded the new app it connects to the bike but immediately disconnects and says to take it to a dealer for an update. With today’s technology I should be able to update my bike without a dealer.,1,1.7.2,fyr J,negative
82,2021-07-17T19:33:17-07:00,"I would give zero stars if it would be possible. Remember, this is a MOUNTAIN bike. I am on the top of the mountain and want to check the exact charge of the battery to make sure I can reach home. After using it for two months without the need to log in, suddenly, the app asks for my email address and password. There is no cell phone coverage. The controller does not have an LCD display, so I have to use this app. My password does not work. The app is useless if you cannot log in. Why do I need to log into the app if anyone can connect to my bike standing in the vicinity using the Giant app with their account. The security should be on the bike, not on the app. It is not fair to restrict MY access to MY bike, just because you are collecting email addresses.",1,1.7.2,Laszlo75023,negative
83,2021-06-15T17:44:55-07:00,Who would imagine that you would actually ride your bike somewhere without a cellular or WiFi connection. It is not possible to open this app without a connection! Really? Does anyone actually do any R&D and use the product? Pathetic!,1,1.6.0,ricorob1,negative
84,2021-06-13T10:13:37-07:00,The latest “update” sent my very expensive e-bike back to the Stone Age. I connected the app to the bike as I’d done previously many times and it asked for me to update the bike in order to connect. A few minutes later and a few blinking lights on my bikes controller and it was dead. Update failed is what the app told me. The bike shows no sign of life. It currently sits at the bike shop while they negotiate with Giant. Thousands upon thousands of dollars sitting in the shop being completely useless because of an “update”. Thanks for that!,1,1.6.0,Roostmonger,negative
85,2021-05-21T03:22:07-07:00,When you have 4 bikes in the house having to choose the bike I want to connect to by the obscure model number is crazy. Let me edit the bike name like I used to be able to a year ago.,2,1.6.0,ChrisH_Photo,negative
86,2021-05-19T18:14:01-07:00,"It would be nice to know what all has changed in version 1.6 , what changes in the firmware updates ? Overall this version of the app has improved. But the mystery !",4,1.6.0,DaveinAK65,positive
87,2021-05-16T18:58:22-07:00,"I just bought a Giant FastRoad E+ EX Pro. It was what I was looking for in an e bike. However, when I try using the app, it acts like it is connecting and connects, but immediately disconnects. I have tried all the suggestions in the support section in the app. It keeps saying “Update failed, unknown mcu version” and disconnects the app. I even tried to install it through the Bluetooth on my iPhone, and does not show up as a device. The bike works great. It would be nice if the app did also. I have read a lot of the other reviews, and can see the same frustration when trying to use the app. Also, it would be nice to know what “mcu” means.",1,1.5.0,Rusrob0519,negative
88,2021-05-10T22:05:44-07:00,"The registration page only lets you use letter and numbers, no special characters. They’re asking for a security breach of this is how they handle user data.",1,1.5.0,llumiko,negative
89,2021-04-21T05:26:26-07:00,"On a ride, if I stop for a moment and look at my iPhone, to answer a text or phone call, the app pauses automatically, but does not resume.  Thus, at the end of the ride, I don’t have full distance and other metrics. This feature is too sensitive. It should be a manual pause and resume.",3,1.5.0,whogastim,neutral
90,2021-04-15T17:26:38-07:00,"App told me I needed a update, midway through the update it shuts off my ride control and the app says failed. My ride control is now dead and bike will not turn on.",1,1.4.0,ahdjfjcfirmd,negative
91,2021-03-21T11:37:53-07:00,I have had to reinstall the app 4 times because of connection problems,1,1.4.0,Kajabi69,negative
92,2020-12-28T11:02:17-07:00,Same problem here.... cannot update firmware on either of our two 2019 giant E bikes. The firmware stops installing at 15%. Very frustrating! When are you going to fix this Giant?,1,1.2.1,ET2RCT,negative
93,2020-12-14T12:19:10-07:00,"I thought that I would be able to use this app as a bike computer. However the basic numbers (eg speed) are displayed in a small font and not in a high contrast color scheme. You can switch to a screen without the map but the vital stats display in an even tinier font on this screen. 

Then there is no way to turn off GPS and use the stats (eg speed) from the bike. So you have the option of using the app and using battery sucking gps or not using the app. 

I was able to update the firmware on my bike and not brick it so thankful for  that and I can check bike status and change the sync drive levels. 

In my opinion useless as a ride computer or ride tracker based on the above two issues.",1,1.2.1,apri84,negative
94,2020-12-10T06:55:55-07:00,"This is not up to par with the Giant brand.
This app would be OK if you came out in 1996 but come on I can’t even see the numbers on the screen.
Let’s do the right thing Giant",1,1.1.0,Papai g.,negative
95,2020-12-03T12:46:46-07:00,"It only shows speed in Kilometers/ hour.
A large part of the world still uses mph.",2,1.1.0,Dogbert365,negative
96,2020-11-21T18:56:35-07:00,"Giant, are you listening?  An electric bike with a poor user interface is not acceptable.  It tarnishes the reputation of a good product.  

I bought a 2020 FastRoad E+ EX Pro and a Thrive E+ EX Pro. The FastRoad is stuck at 4% trying to update firmware to version 3.3. The Thrive will not even connect, complaining of an unrecognized MCU.  

You have failed at a simple firmware update so I must assume that the rest of the bike’s firmware is equally poor.  You should be ashamed.",1,1.0.0,Shunyun,negative
97,2020-11-16T18:03:40-07:00,It updated on my bike just fine. Went for a ride everything worked. Got home and it said I need to do another update. Hit update and now my bike won’t even turn on anymore. Charged the battery and reinstalled it and nothing.  Now I have to pay the dealer to fix it.  Thanks a lot for this crappy new app.,1,1.0.0,Vikingtri,negative
98,2020-11-14T11:55:39-07:00,"Won’t update bike , stops at 4%. Also it runs but doesn’t access bike, but on a ride that my iphone usually goes from 100% to ~75%, with this app it went to 10%, so won’t use it unless all this stuff gets fixed",1,1.0.0,Popbiker,negative
99,2020-11-12T01:32:41-07:00,"I use my old iPhone 5s as a bike computer. New design is even worse - digits are so small that you can’t read them while riding, little white digits on dark blue. Icons are too small to switch screen, no swipes. 

I had to use Wahoo fitness app - interface is great - please look and learn. Only thing that is missing yet in wahoo fitness is battery level. 

Also for some reason app is not available in my country - Moldova. We have Giant retail stores and E bike models available. To install app I need to cancel Apple Music subscription and change store. Same on android - you need VPN to install app.",1,1.0.0,Eugene Samotija,negative
100,2020-11-11T20:15:35-07:00,"I was using the old app and it worked fine. New app forces me to update ebike, and update fails every time. Reinstalled app, took out battery 2x and still fails. Fix these bugs, please!!",1,1.0.0,Biig Me,negative
101,2020-11-11T11:41:24-07:00,"Works fine on my 2020 reign 2. Just had a new motor installed on my 2018 trance e + 1 pro app doesn’t have the tuning feature, I assume it has factory settings. Will update if it is corrected. Milage remaining showing 2x what it should be.",2,1.0.0,Campti,negative
102,2020-11-09T11:54:32-07:00,"Have 3 ebikes (2 from Liv, and 1 from Giant)
The 2 Liv bikes updated without a problem. On the Giant Trance had to hit “retry” a couple of times but it also updated successfully. The app seems really nice but the mileage on all 3 bikes is really messed up, at least double of actual miles(I use a Garmin). And on the Giant it says 0.0 miles since last service, and it has never been serviced. 

Nice app but too many glitches at this time.",3,1.0.0,nzjdieejjeek,neutral
103,2020-10-30T15:19:46-07:00,"I’ve been running previous version of Ride Control to map my rides all summer without any problems and was really excited to use this new version. 

My iPhone 11 Pro connects to 2020 Transend E+ bike, but says I need to update the bikes firmware to use the app. 

I’ve attempted to update firmware many, many times, but update fails at 15% every time. Rebooted phone, reinstalled app, removed and reinstalled bike battery, same result.",1,1.0.0,Kool-bob,negative
104,2020-10-29T17:07:58-07:00,2021 Trance X +1.  Ebike Setup page only shows System Check and Bike Details.,1,1.0.0,G Musso,negative
